Genename,baseMean,log2FC,lfcSE,stat,p_value,padj
DAOA-AS1,0.110350546,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
CT45A5,0.093900104,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
CDCA4P3,0.108802296,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
MIR4799,0.281724526,-0.413146968,5.416821272,-0.076271109,0.93920341,NA
HSPE1P24,0.104492201,-0.413147018,5.398174445,-0.076534581,0.938993803,NA
HIGD1AP6,0.105405012,-0.413147038,5.390741639,-0.076640111,0.938909849,NA
CR382285.2,0.10611666,-0.413147054,5.385003747,-0.076721776,0.93884488,NA
MT-TA,0.108451489,-0.413147125,5.358448763,-0.077102002,0.938542401,NA
ERVMER61-1,0.118029857,-0.413147322,5.283839918,-0.078190734,0.937676333,NA
MTCYBP44,0.16139807,-0.413147927,5.048622973,-0.081833785,0.93477889,NA
LINC01487,0.157861347,-0.413147927,5.048975073,-0.081828078,0.934783428,NA
LINC01202,0.167729106,-0.413148063,4.994569314,-0.082719457,0.934074613,NA
IGKV2-36,0.174701934,-0.413148075,4.989390859,-0.082805314,0.934006344,NA
RN7SL583P,0.190434478,-0.41314826,4.914323747,-0.084070216,0.933000605,NA
HAUS1P3,0.193095614,-0.413148285,4.904310005,-0.084241878,0.932864123,NA
MARK2P10,0.198655047,-0.413148333,4.884775543,-0.084578775,0.932596274,NA
NF1P4,0.216199399,-0.413148469,4.828460524,-0.085565258,0.931812018,NA
SEPTIN14P24,0.229781823,-0.41314857,4.78634068,-0.086318254,0.931213428,NA
MIR505,0.232990624,-0.413148592,4.776850665,-0.086489744,0.931077108,NA
GOLGA6L22,0.087123789,-0.413148657,4.749304199,-0.086991408,0.930678342,NA
GOLGA8CP,0.092205151,-0.413148707,4.728351542,-0.087376901,0.930371929,NA
ASNSP6,0.263652616,-0.413148768,4.702359681,-0.087859882,0.929988043,NA
SLC17A6,0.098371495,-0.413148808,4.685099073,-0.08818358,0.929730768,NA
CPXCR1,0.098979536,-0.413148858,4.663801967,-0.088586278,0.929410714,NA
CYP2C60P,0.108475705,-0.413148975,4.613084605,-0.089560242,0.928636679,NA
BX510359.3,0.120779946,-0.413149148,4.536963845,-0.091062914,0.927442601,NA
LINC00955,0.122212625,-0.413149169,4.527850125,-0.091246211,0.927296957,NA
SMUG1P1,0.125408024,-0.413149184,4.520977946,-0.091384915,0.927186748,NA
MTCO3P39,0.140376846,-0.413149356,4.444007123,-0.092967753,0.92592918,NA
LINC02052,0.144009397,-0.413149356,4.444247402,-0.092962726,0.925933173,NA
PLCB1-IT1,0.141393507,-0.413149366,4.439630529,-0.093059403,0.925856369,NA
MIR8073,0.197123939,-0.413149784,4.246358057,-0.097295089,0.922492056,NA
NPBWR2,0.207574024,-0.413149833,4.222899271,-0.097835588,0.922062848,NA
RNU6-435P,0.210550209,-0.41314985,4.215048219,-0.098017823,0.921918141,NA
RNA5SP397,0.214739441,-0.413149866,4.207048919,-0.098204198,0.921770149,NA
RN7SKP264,0.22348731,-0.413149894,4.193623772,-0.098518588,0.921520512,NA
PABPC1P11,0.231331528,-0.413149933,4.175097398,-0.098955759,0.921173397,NA
LINC02483,0.084567859,-0.413149936,4.17360015,-0.09899126,0.92114521,NA
NUTF2P5,0.241143541,-0.413149979,4.15299975,-0.099482303,0.920755338,NA
CSPG4P5,0.095290672,-0.413150068,4.109836495,-0.10052713,0.919925845,NA
PRAMEF2,0.096247449,-0.413150095,4.096556538,-0.100853019,0.919667138,NA
SLC25A39P2,0.097104951,-0.413150118,4.085023349,-0.101137762,0.919441102,NA
UBTFL11,0.102095405,-0.413150157,4.065843961,-0.101614858,0.919062385,NA
MTND4P31,0.103946738,-0.41315016,4.064541955,-0.101647409,0.919036547,NA
LINC00572,0.102530073,-0.413150162,4.063671132,-0.101669192,0.919019256,NA
IGFL1P2,0.103119747,-0.413150171,4.058970942,-0.101786925,0.918925804,NA
C7orf66,0.10424894,-0.413150179,4.055183728,-0.101881988,0.918850347,NA
COX6CP13,0.109428221,-0.413150213,4.038046944,-0.102314366,0.918507153,NA
RNU7-10P,0.108066054,-0.413150215,4.036937842,-0.102342476,0.918484841,NA
VN1R96P,0.108346556,-0.413150233,4.028323022,-0.102561346,0.918311122,NA
RNU6-929P,0.108145565,-0.413150241,4.024089916,-0.102669237,0.91822549,NA
LINC02510,0.114147266,-0.413150272,4.008836773,-0.103059889,0.91791544,NA
MTCO1P9,0.116230009,-0.413150304,3.992792721,-0.103474017,0.91758677,NA
OR6D1P,0.119288546,-0.41315033,3.979734495,-0.103813541,0.91731732,NA
HMGB1P42,0.120788405,-0.413150342,3.973480298,-0.103976945,0.917187645,NA
ZNF619P1,0.126220102,-0.413150356,3.966313171,-0.104164835,0.91703854,NA
LINC00556,0.12480195,-0.413150361,3.96413199,-0.10422215,0.916993056,NA
RNU6-1064P,0.141846376,-0.413150483,3.901578962,-0.105893149,0.91566713,NA
RPL22P13,0.142605555,-0.413150488,3.899011377,-0.105962883,0.915611801,NA
LINC00492,0.145791788,-0.413150522,3.881440731,-0.106442569,0.91523122,NA
RNVU1-18,0.150825161,-0.413150553,3.865256061,-0.106888275,0.914877615,NA
RBM17P2,0.214194849,-0.413150827,3.720326023,-0.111052318,0.91157486,NA
RNU6-745P,0.084798257,-0.413150904,3.678233762,-0.112323178,0.910567165,NA
IGHVIV-44-1,0.100198302,-0.413151034,3.606899153,-0.114544659,0.908806047,NA
KRTAP10-2,0.102877825,-0.413151041,3.602956979,-0.11466999,0.908706701,NA
MIR608,0.104700184,-0.413151067,3.588278671,-0.115139069,0.908334893,NA
TUBB8P5,0.105479073,-0.413151072,3.585385808,-0.115231971,0.908261259,NA
RNU6-662P,0.105210116,-0.41315108,3.581091147,-0.115370166,0.908151725,NA
RNU6-429P,0.107605471,-0.413151087,3.576920247,-0.115504696,0.908045098,NA
PMCHL1,0.108563587,-0.413151094,3.573410434,-0.115618147,0.90795518,NA
VN1R54P,0.110694504,-0.413151108,3.5653737,-0.115878767,0.907748624,NA
MTCO3P44,0.111856724,-0.413151125,3.555696156,-0.116194159,0.907498666,NA
PPBPP2,0.118232625,-0.413151156,3.538368357,-0.116763184,0.907047719,NA
NBEAP5,0.123680846,-0.413151188,3.51992124,-0.117375123,0.906562797,NA
LINC01760,0.124808565,-0.413151194,3.516260028,-0.117497338,0.906465953,NA
MIR4632,0.127008315,-0.413151207,3.5092333,-0.117732613,0.906279525,NA
RN7SL198P,0.1319887,-0.413151243,3.488455129,-0.11843387,0.90572389,NA
TRIM43CP,0.137522543,-0.413151262,3.477550683,-0.118805245,0.905429653,NA
RNU4-31P,0.13842053,-0.413151276,3.469576229,-0.119078311,0.905213314,NA
RPS26P42,0.143008514,-0.413151288,3.462152832,-0.119333637,0.905011036,NA
RNU7-79P,0.152822824,-0.41315132,3.443534324,-0.119978859,0.904499895,NA
CNN2P11,0.157232794,-0.413151352,3.425318744,-0.120616907,0.903994477,NA
LINC02740,0.168732508,-0.413151407,3.392894093,-0.121769615,0.903081479,NA
MIR30B,0.181229877,-0.413151443,3.371421311,-0.122545183,0.902467264,NA
RNU6-514P,0.185821006,-0.413151458,3.362083735,-0.122885535,0.90219774,NA
RNU6-1208P,0.197570359,-0.413151484,3.346716521,-0.1234498,0.901750924,NA
RN7SL660P,0.20728409,-0.413151525,3.321819224,-0.124375078,0.901018305,NA
LINC01103,0.083201906,-0.413151575,3.291476262,-0.125521663,0.900110576,NA
SNRPCP17,0.098111085,-0.413151662,3.23838056,-0.127579713,0.898481587,NA
RNA5SP168,0.097354257,-0.413151666,3.235562003,-0.127690851,0.898393631,NA
NOP56P2,0.10064862,-0.413151685,3.223920903,-0.12815193,0.898028741,NA
RPL32P9,0.10136958,-0.413151689,3.221433293,-0.128250891,0.897950428,NA
LINC02742,0.101459079,-0.413151689,3.221125944,-0.128263128,0.897940744,NA
SNORD114-10,0.102216153,-0.413151694,3.218538813,-0.12836623,0.897859155,NA
GPC6-AS1,0.104059777,-0.413151704,3.212332172,-0.128614253,0.897662888,NA
RGPD4-AS1,0.104492609,-0.413151706,3.210893839,-0.128671867,0.897617297,NA
RN7SL302P,0.104947809,-0.413151708,3.209388745,-0.128732211,0.897569547,NA
RNA5SP351,0.108101696,-0.413151716,3.204725685,-0.128919526,0.897421326,NA
MIR7155,0.109322081,-0.413151731,3.195307054,-0.12929954,0.897120636,NA
GLULP6,0.111658386,-0.413151742,3.188055794,-0.129593636,0.896887938,NA
RPL23AP40,0.112685945,-0.413151747,3.184923002,-0.12972111,0.89678708,NA
IGHV3-30-2,0.113465091,-0.413151751,3.182569948,-0.129817021,0.896711196,NA
RNU6-517P,0.114526398,-0.413151756,3.179395247,-0.129946648,0.896608637,NA
RNA5SP319,0.116549256,-0.413151757,3.179016027,-0.12996215,0.896596373,NA
PPIAL4F,0.11830427,-0.413151765,3.173950401,-0.130169572,0.896432268,NA
ATF4P1,0.118961161,-0.413151767,3.17207712,-0.130246445,0.89637145,NA
RN7SL741P,0.117594158,-0.41315177,3.170410261,-0.130314923,0.896317274,NA
AHCYP3,0.11862735,-0.413151775,3.167446262,-0.13043687,0.896220798,NA
LINC00399,0.118858924,-0.413151776,3.166786102,-0.130464061,0.896199286,NA
MIR3912,0.119653758,-0.413151779,3.164531713,-0.130557004,0.896125757,NA
OR7E46P,0.123250062,-0.413151795,3.154547658,-0.130970218,0.895798867,NA
RN7SL451P,0.126098044,-0.413151807,3.14688168,-0.131289273,0.895546477,NA
PTP4A1P6,0.135442818,-0.413151843,3.123636745,-0.13226629,0.89477367,NA
Z97198.1,0.143967389,-0.413151874,3.103688265,-0.133116421,0.894101309,NA
RN7SL174P,0.160569951,-0.413151929,3.068314277,-0.134651112,0.892887728,NA
TRAJ47,0.087005183,-0.413152098,2.955201608,-0.139805047,0.888814026,NA
LINC00508,0.097032377,-0.413152146,2.92256622,-0.141366222,0.887580637,NA
RNU6-1226P,0.099019495,-0.413152155,2.916564779,-0.141657116,0.88735085,NA
FAM90A24P,0.102054971,-0.413152168,2.907662386,-0.142090832,0.88700826,NA
UQCRHP3,0.106043447,-0.413152184,2.896422087,-0.142642257,0.886572722,NA
RPL37P4,0.10668218,-0.413152186,2.894667703,-0.14272871,0.886504442,NA
MTCO2P33,0.106641363,-0.413152186,2.894779448,-0.1427232,0.886508793,NA
RPL23AP28,0.107669692,-0.41315219,2.891979218,-0.142861397,0.886399647,NA
RPS12P18,0.107947057,-0.413152191,2.891229248,-0.142898455,0.886370379,NA
RN7SL459P,0.110413824,-0.413152201,2.884657442,-0.143224008,0.88611327,NA
TRBV12-1,0.110725992,-0.413152202,2.883837845,-0.143264713,0.886081123,NA
RN7SL575P,0.113037494,-0.413152211,2.877851317,-0.143562737,0.885845768,NA
LINC02045,0.114912648,-0.413152217,2.873098406,-0.143800232,0.88565822,NA
IGLVIV-66-1,0.121573335,-0.41315224,2.857460087,-0.14458723,0.88503678,NA
PLA2G2E,0.125467391,-0.413152254,2.847512747,-0.145092328,0.884637975,NA
TMEM251P1,0.129571813,-0.413152266,2.838742427,-0.145540597,0.884284066,NA
BRIX1P1,0.144759661,-0.41315231,2.807698738,-0.147149801,0.883013782,NA
RN7SL604P,0.156450118,-0.41315234,2.786237305,-0.148283256,0.882119229,NA
SRIP3,0.100046783,-0.413152525,2.6493897,-0.155942527,0.876078324,NA
RPL17P51,0.10232669,-0.413152531,2.644467204,-0.156232806,0.875849519,NA
RPL34P20,0.104755909,-0.41315254,2.63818463,-0.156604862,0.875556271,NA
MTATP6P17,0.114856827,-0.41315257,2.614724816,-0.158009963,0.874448948,NA
TRDN-AS1,0.118906861,-0.413152582,2.606131252,-0.158530995,0.874038399,NA
PFN1P12,0.128896133,-0.413152607,2.586292857,-0.159747032,0.873080351,NA
PA2G4P3,0.132995376,-0.413152617,2.578655046,-0.160220196,0.872707621,NA
RN7SL602P,0.137526601,-0.413152627,2.570519423,-0.160727293,0.872308193,NA
CLEC19A,0.788032164,-0.413166501,1.09312768,-0.377967285,0.705454897,NA
HLA-S,2.489769838,-0.413167722,0.732011258,-0.564428098,0.572462821,NA
GALNT9,6.325734437,-0.413174924,0.717690768,-0.575700485,0.564817647,0.939010593
FAM229A,145.766074,-0.413209944,0.366133545,-1.128577125,0.259076265,0.829516063
RNVU1-7,1.610785803,-0.413266575,0.79406556,-0.520443898,0.602754221,NA
TBX5,217.8179014,-0.413268766,0.458067625,-0.902200338,0.366950456,0.879277508
EHBP1,2364.782036,-0.413330375,0.28809553,-1.434699022,0.151372883,0.756687101
DDB1,16755.73263,-0.413400084,0.169435356,-2.439869061,0.014692586,0.384887299
SLC45A2,11.55051358,-0.413481592,0.703109783,-0.588075435,0.55648166,0.936745859
ZNF8,664.0964096,-0.413532806,0.270732538,-1.527458833,0.126646956,0.724879541
PTRH2,1455.460797,-0.413748674,0.277568634,-1.490617537,0.136061937,0.738066745
MPP2,800.7732749,-0.413776586,0.601920662,-0.687427117,0.491813614,0.921012574
MIR548AN,0.344973784,-0.413947918,1.504516176,-0.275136901,0.783211063,NA
TMPRSS12,4.587828017,-0.414011959,0.868599184,-0.476643274,0.633616163,NA
CKAP2,2004.858966,-0.414014612,0.321877906,-1.286247377,0.198356741,0.795562918
H2AC5P,1.122411835,-0.414059037,1.219086643,-0.339646931,0.734122431,NA
FAM187B,1.744412582,-0.41415842,0.774776698,-0.534551983,0.592959694,NA
RPS20P14,63.46755616,-0.414181991,0.525568871,-0.78806416,0.430659178,0.899743853
FAM205A,2.815936368,-0.414186603,0.896073783,-0.462223771,0.643920859,NA
IL12A-AS1,15.49270827,-0.414318161,0.534754145,-0.774782515,0.438468183,0.90306413
TCTEX1D4,9.711560021,-0.414331651,0.523546826,-0.791393683,0.428714295,0.89962877
PDLIM2,1406.333301,-0.414338155,0.362286047,-1.143676824,0.252757688,0.825381852
PEF1-AS1,24.51942108,-0.414382648,0.46866484,-0.884176948,0.3766007,0.882200478
COQ9,2392.716712,-0.41440505,0.240597037,-1.722402969,0.084996546,0.657967531
RPL23AP43,4.414630446,-0.41440807,0.54565014,-0.759475788,0.447567992,NA
RPS3AP37,1.988908075,-0.414523655,0.609796614,-0.679773626,0.496647809,NA
WBP11,6706.779507,-0.414527497,0.2361084,-1.755666026,0.079145451,0.642569304
ARGFXP2,3.368953449,-0.414550345,0.627384506,-0.660759615,0.508766485,NA
PUF60,11792.47987,-0.41459761,0.321868153,-1.288097645,0.197711975,0.795406487
RLN1,17.01446044,-0.414610551,0.557885136,-0.743182646,0.457371109,0.910742432
LINC01357,9.901365726,-0.414646175,0.733747356,-0.565107557,0.572000609,0.940024708
PDYN-AS1,0.376939854,-0.414691574,1.136314737,-0.364944289,0.715152993,NA
CASP3,2241.027945,-0.414744279,0.207915697,-1.994771368,0.046067821,0.554787837
TNC,20215.08745,-0.414822401,0.5577881,-0.743691738,0.457062989,0.910586531
RPSAP46,3.145228,-0.414828054,0.534721458,-0.775783443,0.437876862,NA
SCIMP,263.2805985,-0.414863056,0.377627689,-1.098603381,0.271941102,0.836080286
HSP90B1,47941.24058,-0.414917062,0.216772637,-1.914065672,0.055611765,0.588530162
GLIS3,563.5240497,-0.414919772,0.429076075,-0.967007475,0.333540297,0.866193049
STAM-AS1,20.09326204,-0.414961712,0.38526056,-1.077093676,0.281438418,0.840828034
MAPK6-DT,3.121795963,-0.415075872,0.610086965,-0.680355254,0.496279546,NA
FERP1,9.352742382,-0.415084934,0.579757153,-0.715963454,0.474013915,0.915234872
TTC25,111.5764526,-0.415129663,0.362866157,-1.144029707,0.252611317,0.825119819
GTF2E2,1531.272601,-0.415132372,0.210480206,-1.972310747,0.048574144,0.564554032
RPL7AP66,28.99308296,-0.415337237,0.377440049,-1.100405848,0.271155331,0.835718296
C16orf54,247.9375757,-0.415340676,0.483922949,-0.858278527,0.390738684,0.886043112
CKS1B,2171.33068,-0.415359877,0.361816602,-1.147984572,0.250974933,0.824996194
RPL3P5,1.475245962,-0.415396973,0.837374374,-0.496070797,0.619844462,NA
RAN,13146.01895,-0.415407459,0.208560804,-1.991781063,0.046395085,0.556842525
MECOM-AS1,0.843322498,-0.415447654,1.055593611,-0.393567799,0.693900159,NA
PDF,102.7112332,-0.415483003,0.337947078,-1.229432151,0.218909822,0.809963317
SNHG22,27.69061564,-0.415523217,0.354688593,-1.171515592,0.241391594,0.817176798
GJB1,324.4596434,-0.415536637,1.012535124,-0.410392318,0.681518181,0.957203599
FAM83H,8534.5658,-0.415576107,0.323225041,-1.285717549,0.198541654,0.795737168
SBK1,2415.253841,-0.415584406,0.390119917,-1.065273492,0.286752185,0.843458365
MTCO1P22,5.837195155,-0.415623133,0.560861177,-0.741044577,0.458666413,0.910742432
KLHDC3,6789.385337,-0.415640776,0.294135194,-1.413094331,0.15762799,0.761263745
COA7,1449.524689,-0.41573992,0.217723406,-1.909486569,0.056199353,0.589031974
FDPSP2,1.12925161,-0.415755983,1.01291139,-0.41045642,0.681471166,NA
RPTOR,2562.685719,-0.415762578,0.212416415,-1.957299664,0.050312247,0.572000967
KRT8,70928.7323,-0.415850457,0.400622511,-1.038010709,0.299265069,0.850016107
MRGBP,1364.129443,-0.415904018,0.274632013,-1.514404724,0.129923222,0.730232884
PINK1-AS,339.8531767,-0.415981685,0.229671955,-1.811199302,0.070110006,0.622188907
IFIH1,3112.05422,-0.416150269,0.464940515,-0.895061315,0.370754312,0.880834401
PPP1R3F,342.743852,-0.416150947,0.305283372,-1.363162837,0.172831197,0.774466244
PSME3IP1,3581.015888,-0.416219017,0.180383829,-2.307407595,0.021032108,0.430819324
MDC1,3022.946714,-0.416327541,0.268724138,-1.549274824,0.121315669,0.714345606
S100A14,14649.25206,-0.416417977,0.574572213,-0.724744371,0.468608869,0.914672371
LINC02128,0.863622158,-0.416468124,1.347097305,-0.309159645,0.75720009,NA
NCLP1,6.584095061,-0.416504397,0.499169876,-0.834394096,0.404058943,0.892006061
DNAH12,59.57737968,-0.416565081,0.624853219,-0.666660694,0.504988891,0.923383603
WDR45B,6499.767074,-0.416619902,0.243754204,-1.709180373,0.087417543,0.661217525
PHB,6826.294587,-0.416654965,0.280534117,-1.485220301,0.137485476,0.73978656
SNRPGP2,105.2729604,-0.416678272,0.320672225,-1.299389967,0.193810133,0.794852319
SNORA15B-1,0.858863617,-0.416689611,0.878700025,-0.474211448,0.635349131,NA
RRAGD,770.9286779,-0.416720574,0.376210973,-1.107677884,0.268000954,0.8340297
PSMB8-AS1,574.6383313,-0.416869059,0.340459745,-1.224429804,0.220790132,0.811699726
TNFRSF12A,3372.080308,-0.416959548,0.387518529,-1.07597319,0.281939247,0.841199945
IRF3,3465.064043,-0.416978778,0.338743207,-1.230958346,0.218338444,0.809322134
KRT18P31,3.000685641,-0.417009714,0.492228066,-0.847188006,0.396890338,NA
GLI4,936.3423211,-0.417043268,0.344894068,-1.209192349,0.226588956,0.814781398
PTOV1-AS1,759.5670795,-0.417194027,0.244051413,-1.709451387,0.087367369,0.661217525
DDX25,21.28812825,-0.417257877,0.67959971,-0.613975949,0.53923122,0.931978588
RN7SKP50,0.292907476,-0.417363954,2.578829949,-0.161842371,0.871429985,NA
EMC6,132.4246125,-0.417420035,0.400529928,-1.0421694,0.297333147,0.849126123
PANX2,304.2468197,-0.417508818,0.55949974,-0.746218073,0.455535692,0.909358707
U2SURP,5631.089802,-0.417574698,0.20220558,-2.065099771,0.038913561,0.522638772
TSPAN32,90.20608201,-0.417709759,0.475886939,-0.877749995,0.380079407,0.88247068
SNRPD1,3088.226413,-0.417720002,0.243042403,-1.718712442,0.085666745,0.657991269
MCOLN2,234.7897003,-0.417733599,0.384866962,-1.085397399,0.277745684,0.837674303
STK19B,45.60339294,-0.417760966,0.755003311,-0.553323356,0.58004201,0.941582539
GAS6-AS1,151.1080513,-0.417939064,0.488725513,-0.855161136,0.392461948,0.888228793
S100A16,16819.73831,-0.417952731,0.444932761,-0.939361558,0.347545143,0.872257072
SUMO2P17,21.32819874,-0.41804526,0.37418388,-1.117218787,0.26390079,0.831281987
LINC02863,2.066161218,-0.418066251,0.759654126,-0.55033763,0.582087819,NA
TMEM17,180.4089269,-0.418189611,0.292686481,-1.428797153,0.153062544,0.758016524
ISOC2,3272.201027,-0.4182348,0.371542849,-1.125670432,0.260305043,0.829972842
HSD3BP4,1.569814764,-0.418242907,0.811366115,-0.515479879,0.606217726,NA
ILVBL,3733.703096,-0.418301288,0.314816887,-1.328712991,0.183942677,0.78587391
KARS1,7248.284645,-0.418381942,0.211620845,-1.977035593,0.048037607,0.563071153
CMSS1,1485.597284,-0.418454921,0.275356974,-1.51968158,0.128591023,0.729264635
GTPBP2,3370.718277,-0.418518961,0.259586042,-1.612255257,0.106906405,0.695795773
PPP2R5D,3967.374179,-0.418624315,0.22840634,-1.832805149,0.066831553,0.617142347
COA4,2617.117595,-0.418753027,0.270463213,-1.548280902,0.12155468,0.714379602
ISLR,10609.68985,-0.418794988,0.42371973,-0.988377361,0.322967871,0.861069178
PITPNC1,1363.281249,-0.418796626,0.262015471,-1.598366018,0.109961543,0.699250277
CCL3,340.3551536,-0.418810787,0.484397188,-0.86460202,0.387257264,0.884341041
MLKL,717.8373166,-0.419070146,0.334938466,-1.251185484,0.210866813,0.804695809
ZNFX1,6128.341298,-0.419108329,0.29166074,-1.436972041,0.150725938,0.754837523
IPO7P2,2.325406256,-0.419315663,0.644902775,-0.650199812,0.515563162,NA
NSD3,6449.865094,-0.419403778,0.370060012,-1.133339902,0.257071541,0.826756769
MUSK,3.388761931,-0.41944563,0.670731755,-0.625355259,0.53173792,NA
RNF32,136.9159795,-0.419503891,0.238606629,-1.758140132,0.078723669,0.641018934
KRT8P40,1.050549657,-0.419665401,0.900329999,-0.466123978,0.641126761,NA
UBE2O,3164.7048,-0.419725501,0.220459638,-1.903865506,0.056927702,0.590374258
CARD9,410.8318136,-0.419737533,0.462422543,-0.907692629,0.36404064,0.879216659
GNL2,4465.403181,-0.419768725,0.201541762,-2.082787804,0.03727057,0.517495358
CIB2,359.577603,-0.419779829,0.472885807,-0.887698092,0.374703173,0.882048342
