F267	F379	F494	F724	F990	F1083	F1094	F1122	F1137	F1147	F1367	F1738	F1744	F1868	F2036	F3076	F3079	F1519repl
THSD4	0.912321582894032	0.32247097973833	-0.689678449501517	0.510943222320015	-1.97595527516631	-0.624846248061937	-0.956341983587974	0.588520739644432	0.622944876437242	1.09679525931647	0.26196619448467	-0.83584002978081	-0.491188288101674	1.33003445808777	0.603783720799158	1.17442396806607	0.0614629909106573	-1.91181771849863
CELSR1	-2.11468284446059	-0.127063245363355	-0.226701472655406	0.0134683419389411	-1.93037375166669	1.75417879203208	0.0788423206716524	-0.186272318099549	0.335618023790121	1.39682661262966	0.070225976575149	0.0925905756612821	1.25753879094924	-0.438163574492498	0.064206769304107	-1.08464375055133	0.662508839641435	0.381895914095731
ARSI	-0.0629773941656442	-0.52554442155093	0.927836853634616	1.01839489576636	-2.63118047961334	1.63514433340636	0.841216973209879	0.544078180313014	-0.329412484706289	-0.113941468397325	1.25288232527213	-1.04273494899741	-0.0771790156479662	-0.426461056724174	-0.579208878110241	0.13022802936909	-0.890955621925362	0.329814178867241
TTLL9	-0.327673986470101	-0.13284737287202	-0.609145730063152	0.254740753789847	1.85347209215841	-0.935271248437088	-0.676983246702344	-0.924929376388191	0.852463986840258	-0.564692472306036	-1.86056050765118	0.589697383877577	-0.813452205239352	0.82337493545305	2.13735236072627	0.0230845710111458	0.195703163324864	0.115666898948064
APOBEC3A	0.409705457770512	-0.510029188244314	0.89731605335528	1.98455780833185	0.15415457395183	1.14759282087795	-1.50034618569336	-0.730390391928889	1.78843621795993	0.542094524257947	-0.747133798814024	-0.403138963034421	-0.856820460441808	-0.91917252906906	-0.7953618226666	-0.719000010343793	0.732208244873334	-0.474672351142367
SYBU	1.29655321053893	-1.81954562591329	-0.970551299904777	1.61095065503088	-0.928570028552747	-0.624464776280468	-0.366976422351829	0.210401714042038	0.7723033063157	0.659438889050013	0.328654902421665	-0.310788936372444	-0.00872793866929441	-0.541032457151882	0.0775999126168727	1.83603684287298	0.22254764096123	-1.44382958865357
SMKR1	0.341037293999023	0.851049639541415	-0.522877820920184	-0.324711784224893	1.52923327563263	0.0171657707055992	-2.30984814021118	0.505932040255055	-0.083032682017051	0.320083342334192	-0.42894364071561	0.895985206040338	0.914901779691646	-1.21786387874302	0.996010123581472	-1.79831015292767	-0.124573116084148	0.438762744062385
C2orf88	-0.251988304743657	1.53357916339737	-0.586065897445372	-1.6271296893703	-1.59010302239162	-0.644128887931135	0.16817348356772	-0.840760016897488	0.166885370286883	1.41331058720727	0.0155437341865618	-0.372166155264531	-0.00175129275689586	0.87708411698734	2.1333042752108	-0.627362847478282	0.187310004807844	0.0462653786274983
ENO2	-0.401002773461916	-0.798283951177254	0.00700930413671677	-0.371472530481635	2.32583193503637	-0.448990687619341	1.08979840283044	0.350175316871182	-0.364050448077811	-1.16485772458063	0.575132100985514	0.380198543371341	1.69258295770339	-1.30734622458215	-0.859296183883188	-0.948955508786344	-0.562057791247315	0.805585262962634
TNFRSF19	0.249052435986008	-0.893277347903307	0.0260179495994989	0.676660099173221	-1.47121147300928	-0.838095015975775	1.40972018272748	-0.505559714092414	0.520867375394954	-1.05815761035724	1.033806714647	0.703677539645365	1.20058050589701	-1.27931578478979	-1.21859881660622	-0.435214207565819	1.68078931699567	0.198257850233643
APOC1	0.337217782523512	-0.134575343798156	-0.0135617558099175	0.531481667167735	-0.640946631014621	-0.240902213133191	-1.43437645133434	0.878806362727006	1.23858270218298	0.769734303160466	-1.02874257491974	-0.00698935074588922	-0.675254916199542	0.575052199138297	-1.38160707176011	2.53400481979741	-0.399019427242935	-0.908904100738972
UBASH3A	1.59260491380993	-1.65787005053998	0.270065970032754	-0.0743291994884834	-0.265816099592628	0.117142365389327	-0.666009055255533	0.787442856794344	1.95812336100343	0.936220839556541	-0.340598144469554	0.204517493024995	-1.75451913194134	0.882241865345494	-0.827767422821452	-0.486204391190852	0.216339782277742	-0.891585951934731
FAM47E	0.160005981468952	-0.828514397506168	-0.279306474235536	0.452114510873933	1.59370405284606	-1.15567318587672	-0.0650015306165224	-0.29988311996064	1.26445555567896	-0.392496617381887	0.965564908481519	1.0622547470212	-1.54266444965392	-1.06511592328569	-0.969414039413979	1.01908589136407	1.20801552527282	-1.12713143507645
UGT8	-1.15436449848327	1.04807582752745	0.318294324089752	-1.67381647342111	1.42618398132806	0.322106452059382	0.15468180653102	0.511759769404237	-0.802260846729778	-0.135394286030495	-1.06177849451871	0.802990625115015	1.18312633147465	-0.905088486390536	0.339058197150481	-1.83342831069301	0.576096804788123	0.883757276798752
ZNF703	0.999196180241273	-1.72986366490581	0.162487393113387	1.51979131963446	-1.67396510227989	0.385343070406664	0.380371529007384	-0.562186158047346	0.633943136360728	-0.548886498098918	0.33004514779502	1.6495991114247	-1.03110743299348	-0.528904811373858	-0.577281342268238	0.782727972899878	-0.938631779562866	0.747321928646907
FAM129A	0.69895544866859	1.35014534651633	-0.91387217696644	1.45850568026507	-1.7859870297797	-0.476082929521513	-0.112658324858351	0.637110166867791	0.444978144565177	0.0424450456203124	-0.661040773437327	-0.399341454037908	0.668703276023262	0.384865431269651	-0.766453602188124	1.76791264907699	-1.00615060648332	-1.33203429160048
RDH5	-1.31319052901269	-2.42613614874771	-0.707508634753236	0.285734097817371	0.554080293729132	1.5203692595911	0.664354993893099	-1.0442014984648	0.342405498152177	1.05796854659693	0.7625376786315	0.422346076711676	0.185666637801768	-1.15427112521828	0.930309379782371	0.502778727799934	-0.343527479600913	-0.239715774709425
PLCB1	-1.13442914848517	-0.509991315230523	1.20808200445437	0.367719506154166	0.606949895767179	-0.6876085106303	-0.641691719134663	-2.1858459693766	0.659565634084259	-0.550771960400748	-0.838419524027162	-0.494895755074093	0.0193533864234312	0.25047712352514	2.15635710770209	0.905206920363319	0.0955741223738922	0.774368201511416
AK301426	0.484176523798013	1.10661624656906	-0.0220514239707231	0.320104091825706	1.20250914679043	0.717583360343217	-0.203131101014417	-0.0880240692245818	-1.19300457379423	0.215484611249133	-0.530683421764275	1.12754640958885	0.211517749433243	-0.81522224497619	-1.15332413154412	-2.72981835613808	0.635419304089745	0.714301878739216
HIST2H2AB	-0.93218957655886	-0.961245827472662	-0.982855176687905	0.295458759821855	2.17618496667404	-0.184853712309442	-0.0391231745206981	1.15520494354087	0.48824995962311	0.486472405170676	-1.62294474119799	-0.198879852920885	1.33971646432914	-0.114360342904592	-0.194242706004826	0.414885307605798	0.497467045010361	-1.62294474119799
NPAS1	-0.957060931771446	-0.620686679576444	0.679801526676356	-1.42783892236322	2.80556287529305	-1.33664892005267	0.695747691721613	-1.05232181418791	-0.121104727802234	0.0697304113546897	0.705938431422766	-0.384101172277013	0.194400069577734	0.245323683233713	-0.164115195584372	-0.591590207843671	0.540390640434026	0.71857324174503
WNT10A	0.586492184095094	-1.22984216357738	0.34452391664804	-0.211915501869346	-1.11572126341181	0.898566376576612	1.45385815091173	0.815743782502616	0.575293944804208	0.39259351084933	0.0913688902476553	1.98990693700768	-1.75884884854635	0.0728355096433494	-0.861780555281779	-0.962195488637185	-0.125799857532187	-0.955079524430281
OAS3	-0.0748490862388214	1.10407403940871	1.01769269455384	1.60075532603244	-0.875398636441714	0.927465858935055	-1.14058952159481	0.288514377787434	0.720503820385196	-0.158373467182565	-1.90315264182136	-1.3853147002507	0.182792923303749	1.04940705487129	-0.930823176107798	-0.938118926800624	0.441164846361486	0.0742492147991855
M34429	-0.0436085135579425	0.148961788402207	0.688197194008488	-0.213801694676946	0.582447979433095	-0.698346262178712	0.871742120637608	-0.178568116728864	0.521625058518619	1.28434722992552	-2.38215357775453	-0.802740628921478	2.22792496498452	-0.00634906377315757	0.0533352651322874	-0.415754530422471	-1.06095592903452	-0.576303283993723
LY6H	0.984545533310116	-0.914361658187449	-0.997020518718207	-1.08979164817475	0.288065568280114	1.39050406541978	1.25047714450401	-0.211922958062195	-0.313093597491259	-0.847360948093971	1.07786796530455	-0.812820806902708	-1.78049581402989	0.527061927075997	0.288678839463041	0.237254289861096	-0.708472481978588	1.63088509842031
CXorf65	1.00511663286648	-0.44787442939343	-0.933894740639955	0.384743667598429	-0.0102852792163743	0.479274521109113	-1.46393957516982	1.55147338331764	1.55436908501852	1.39685413156122	-1.46393957516982	0.384170756026453	-1.46393957516982	0.436683611207634	0.098672488457612	-0.361676319223667	-0.256521826914777	-0.889286956265453
C10orf91	-0.218452700055758	-0.831336187105843	0.519203005146533	0.398798514602155	-1.15005248287734	0.57144704323762	0.429829402950482	2.04128839592509	-1.15005248287734	-0.606031195491169	0.4173667661412	-0.549994958323825	1.37895322127134	-1.15005248287734	-1.15005248287734	-0.529908484997248	-0.102364102185316	1.68141121039409
KIF13B	0.0167188741886831	-1.69195210881579	-0.906982026331989	-0.868471347363748	-0.659168560203117	-0.737184901780991	-1.06843287634125	0.64193780157441	1.77468709488266	-0.0283777724335621	-0.350735352674189	0.0291266374920753	0.811995807111235	-0.376295340952555	1.70138719842904	1.63738343221164	-0.395805272061634	0.470168713069088
COL4A5	-0.372200798798723	1.15699952694745	-0.910140762354502	1.12872770897034	-2.41217591883012	-0.292680021328823	0.174141605492278	-1.96385593935756	0.290463350949874	0.142811891622351	-0.133243171531359	0.912723879021778	0.844170644153433	-0.0851865291717836	0.976200027572776	0.952887859235749	-0.138499500777314	-0.271143851815856
LOC101926940	-1.0075438363904	2.89259271833691	-0.334866041987473	-1.0075438363904	-0.0832522498195317	0.982965600153954	0.457862577010714	-1.0075438363904	0.395322039883802	-1.0075438363904	-0.277073714690526	-0.322689677329663	1.01372594983677	-0.310895213936027	-0.29111224237432	0.843120095759539	-1.0075438363904	0.072019341107839
ACKR4	0.647318217024909	0.010107797479886	0.882569202260532	1.1970959746771	-1.24144648725427	1.78976782391891	1.11685608931113	-0.0747118786268889	0.301634893886667	0.44572916738931	1.05027709182053	-0.549650296643577	-1.52625444746291	-1.26018918188844	-0.360844571453014	-0.207032624392888	-0.866562436695607	-1.35466433335138
CYBRD1	1.63563916357467	-1.81894967079148	0.153622237457252	0.209679417558159	-2.67575459227992	0.410172179494919	0.451366369464894	0.0108246377433033	1.08520541203452	0.202290631732448	0.709690966729786	-0.208867831098074	-0.526474675044372	-0.950736801964606	0.415900295075038	0.404572275472787	0.32413447404623	0.167685510794443
DMKN	-0.981915967150844	-0.742464047435296	1.1998770127837	-1.05907501146246	-0.554801717783275	-1.15218981297982	0.594308978601414	2.15438214090782	-1.19081606762911	1.40618904302669	0.95642676605773	-0.639520453488288	-0.174309483101073	0.132924819571005	0.155888754850214	-1.02596884025021	0.348645943577108	0.572417941904693
HAGHL	-0.413849382882094	0.994678481711531	-1.05750593321001	2.3800935199777	-1.12545366077992	0.00617429626224238	-0.0200914263265704	-0.267507901942661	-0.0209586496706995	0.285506621822491	-0.388962213760628	0.296658015628376	-0.924404636353005	1.01237290347815	-1.90203767462838	1.36895952101219	-0.107066778714544	-0.116605101624163
ALPL	-1.26372574868284	-0.723514257274262	-0.569767773515809	0.601208835308666	-1.21052042946545	1.45165527039476	1.40030932942977	1.61620569736791	0.612872615798028	-0.13118437959487	0.759658196171344	0.733727922014741	-1.78842834296465	-0.247450971421656	0.139561603725948	-0.0697970932396336	-0.210231846952855	-1.10057862709913
FA2H	0.416429092217508	-1.62756810295033	-0.735911867282225	-0.476607708837942	1.13856261506866	-0.797424478787068	-0.257956531293145	1.3683706503757	-0.993394946405197	0.10859797052905	1.75175737222811	0.0399851345122542	-1.06419290852694	-0.478262602550375	-1.0334460324509	0.99474374074592	0.233724160194654	1.41259444321228
NEGR1	1.00592960834951	-1.85804589535713	-0.195214192856786	0.353711685554707	-2.05079869020836	1.30001242586172	0.314455449741932	0.0955806241477927	0.0645491414228849	0.0319892226538205	0.717750679758648	-0.500770168908389	1.49061071962335	-1.28802100427522	0.732703972758481	0.464977888896997	-0.945026202690293	0.265604735526338
BC033961	-0.195115321841405	-0.698171945939371	-0.314046422498476	0.803328338515313	3.07313365381346	-0.916499549232333	-0.189759754263876	-0.815712926399495	-0.128249468483091	0.114922582622522	-0.88051872525543	1.44130896565073	-0.182174091649368	-0.712725178533684	-0.172450775789756	-0.868735579183123	-0.0862813139802686	0.72774751244765
DUSP1	0.245352594344097	-2.42420422011403	0.112940628322507	-0.242000888120497	0.449341706091281	1.14484156009644	1.14045885785839	-0.186425755405868	1.726011963736	0.294252334468358	0.289433932575226	0.0440151142641331	-0.712754670029198	0.302901885440586	-1.25049172759331	0.975891125314807	-1.11795971187178	-0.791604729377137
PALM3	-0.570787124693764	0.0688877966326081	0.228520066206514	-0.881247688419035	-0.172314330038444	-0.957290014491759	-0.557016633575554	0.869256267743566	-1.1075748011944	0.596598112564607	-0.440044147540904	2.54736852059947	1.24881548391019	-0.330511995878261	-0.132686983762389	-0.891077522558662	1.45857475993313	-0.977469765436926
MIR6723	-0.725173805401132	-1.17578183216209	-0.21049817714995	0.346730948264926	-0.0187329058465486	-0.110433192314987	2.59220468104429	-0.637688382652464	0.465527211731204	-0.747368611963586	-0.626274006480294	1.80593566342158	1.14124033432336	-0.355632493541694	0.36999845671455	-0.57977427127948	-1.14168221184347	-0.39259740486421
TNFSF18	1.56696034908388	-0.573393735955159	1.77429036761695	0.330420325097278	1.0668877126426	0.210366161063533	-0.427674427135568	1.02568048474304	0.206770339467347	-1.23873942143456	-1.23873942143456	1.24324388966848	-1.23873942143456	0.0827514939339952	-0.571047131859343	-0.516570487574863	-0.463727655053958	-1.23873942143456
AMPH	1.70791090862503	0.32287685563333	0.54345954224869	1.09079744452101	-2.06417387888251	1.02831618245822	0.346768382495363	-0.631191975254782	0.326038543698677	-0.352741966210981	1.46654999917734	-0.806249827006254	-1.05518596523551	-0.825693871876681	0.0833711376336585	0.508981597856625	-1.10587579158024	-0.58395731830098
PTGES	0.21290290472205	0.478098178406906	1.45168205266069	0.747092858161785	-2.9661523590562	0.127676185403331	0.0579331782625264	0.613630186832189	0.119744025413278	-0.471814251441112	0.086213836883818	1.05711282667136	-0.58939740705557	0.672052164700694	-0.170004350593148	-1.61587765472976	0.248749579676058	-0.0596419549189035
TTC39A	-0.184663135314702	0.991805409838762	0.612099649292885	1.00518858039856	-1.49046464070249	-1.18153136165918	-1.51747822978967	0.838580534313893	0.100232218413018	0.572496786919218	0.255187390038094	-1.85512836421735	-0.190940935552879	1.4207028561397	0.0736401071170171	1.20946828632087	0.111373685664433	-0.770568837220162
GFRA2	0.673163179426887	-0.841202487859866	-0.911215325912147	-2.09874851275019	0.419190551715206	1.38075941886544	-0.0527738690811095	-1.36063579086345	0.571245800774904	0.672950503668833	0.734715418307559	0.399517204608464	2.07615818357994	-0.192058618364591	-0.579252303487657	-0.0249385504179596	-0.178463321622344	-0.688411480587916
TPD52L1	-2.2537957157406	0.643884138733186	0.156162356534684	-0.376302546882829	-2.38592251498009	0.0805332963602903	0.208064908537493	-0.587679970685228	-0.50647751558431	1.77801782768756	0.14238546319321	0.761156350830883	0.900135784414144	0.3136979268695	0.272782390633412	0.307567476805576	0.209826354687389	0.33596398858573
EPHX2	-0.474799190041257	-1.0536904510251	-0.395044563403966	-1.23545199845124	0.111812495927782	-0.0845077214747853	-0.437630537925274	0.060752550982513	0.42266424846598	-0.163750078629179	-1.62907824858322	0.792505656826223	0.408590300176861	1.32317912395687	1.44532374538595	2.13292526435776	-1.31000529197464	0.0862046954287113
TMEM249	-1.37727021171673	1.86252032356239	1.36763612245302	-0.442286582765311	0.0132834977269961	-0.132270365212076	0.876715737647441	-0.892349576427122	-1.06605657443567	0.674059105843458	-0.0958771100609511	0.756363278491241	-1.0436721672742	0.146162957541485	1.21505923580723	-1.33667256940033	-1.06943369861221	0.544088596831326
BCHE	0.820658827019016	2.0891443348525	-0.452283402818755	-0.799233892280786	-0.414363629179328	0.937196325178583	-0.0239905293197106	-1.5122543150424	0.192134694212312	-1.17072476997526	0.603209107497005	-1.33520967682195	1.18505929108991	-0.929169466572632	1.15462246883893	-0.0917304231318555	0.414609336197482	-0.667674279743062
MIR1282	-0.671979658571701	-0.130125304041339	-1.06339451029062	1.46615727173169	0.709822973659902	-0.195429105526201	1.07004679065367	-0.978079169672168	0.769519990460264	0.0897571325217963	-2.54594717297597	1.09387217391622	-0.589375543172927	0.576977402937098	0.683094915216862	0.768118604984857	-0.389678566561614	-0.663358225269807
FOXD2	-0.375274898786992	-0.97147460973683	-0.206011973355563	0.773880727883253	1.10756174487363	0.718646775586814	-0.32603426235921	1.15984923622491	0.363456356164413	-0.374064032432667	-0.640086569592492	-1.22347828357659	2.47207205373417	-0.547996264843366	0.699618895114381	-1.19598106384479	-1.23710535919234	-0.197578471860741
GLIS1	2.54718936196412	0.0701978307495761	-1.15507674120821	0.555008343571315	-0.236443536912483	-0.0719125972491596	0.119973179876676	0.418682972238357	0.335835978714142	-0.199955517579942	1.77962961371822	-0.147165088951701	-1.62964493819467	0.101301134441712	-0.54340764161193	0.186539695698044	-1.00950401821583	-1.12124803104823
DNAH2	-1.21751930595781	0.501591635821574	0.144600710261935	-1.61745251682889	0.552810169895754	-0.603179237969841	-0.804624197290079	1.02696537027088	-0.50225136122556	-1.03675144865713	-0.610720029481899	1.43627301589636	-0.442732013065536	0.286677787647757	1.71411619691862	-0.955177728185327	0.836853134226867	1.29051981772233
RBM11	0.454264008960332	-0.0125301453915511	0.234236414706975	-1.11606602477746	-0.0790345773954147	-0.393997229962785	-0.358248938074705	-0.429379486931442	0.144822278374677	-2.01174749132706	0.170866873402374	2.5077444280131	-0.807759594428131	-0.372836829125183	1.85991270689555	-0.152659526547357	-0.201555782123851	0.563968915731938
EFEMP1	0.00571348190317827	-1.26769318639247	-0.376438438749569	-0.674103876603999	-0.755422129621002	1.19751889232141	-0.438684324119732	0.161587218802542	0.808772316305575	-0.115684621614747	-0.0990043740310649	-0.442554267321683	3.32898765959875	-0.533682134537457	0.106112022733349	-0.154749498751831	-0.466002421340274	-0.284672318580977
CPLX1	-0.802402643573982	1.93869178779552	-1.12908336239384	1.39227800857336	0.0823392380532134	0.278874187226893	0.206557378874348	-1.6934481518525	1.1496284788663	-0.774575628353053	0.339334786324646	1.19446264226532	-1.27015756594835	-0.952008728096537	0.241714492733459	0.264541768315201	0.0572434280298647	-0.523990116839855
CLU	-0.428123938344583	1.26036565889248	0.186113203902681	0.39828593719149	-1.45921230558824	-0.281615835070841	-1.09671377533042	-0.981160910038994	1.35193245589093	-0.206941477738542	-0.41114995904339	-0.358583546058112	0.762506476946836	1.57045703874581	-0.142030125862963	1.41548639703623	0.252680254945834	-1.83229555047618
AS3MT	-0.0411491488008781	1.13698096058187	0.286292039942231	-2.39204893650453	1.53720509600136	0.197633591991976	0.0599296366120696	-0.436271472980321	-0.687102496171574	0.180292204963196	-0.786569938085638	1.20213560817089	1.10346456735249	0.228609945834117	0.0533996891729233	-1.85390337673993	0.157085644895334	0.0540163837644161
MMP2	1.6255386232858	-1.02973072470265	0.382428319135805	1.10743007133966	-2.07201985195463	1.61475422549745	0.533183436951931	-0.107784104249576	0.107987716557717	0.0982611169374108	1.1796097384044	-0.693171694857347	-1.04099219872651	-0.548055294107474	-0.882144487101111	0.244376579312236	-0.748602782506442	0.22893131078334
GPRC5A	-0.796338073518088	0.23781404554577	-0.797624761172952	0.487055414119898	-2.25730302313512	0.112652082107749	-0.0294816210522542	0.338850562691116	0.718082956264648	-0.384103019461981	1.67016348610031	0.806063211618122	-0.105882389510457	-0.324680495732707	-1.30547649887892	1.49773033042117	-0.942927755497085	1.07540554909079
TNKS2-AS1	-0.262330843617421	1.45733980195806	1.33632374907924	0.524916397397357	1.01984965320239	-1.96055466765352	0.24921964463282	0.27504475767585	0.613203525249192	0.147693078875952	-0.141111303463358	0.909122277860754	-0.582418033497516	0.700703921045591	-0.738453217160339	-0.797332422718855	-1.96055466765352	-0.790661651212688
GIPR	-1.01919628281068	-0.98868996608011	-0.889873403584929	1.8456889088501	0.724588207859911	-0.42867264227868	1.18187905486534	-0.450273211950035	1.78065164780557	0.110335522139309	-0.795977402509806	0.711856705715012	-1.66843547647277	-0.396762300598151	0.765692299831402	0.387993028292796	-0.655210588028492	-0.215594101045773
GPR18	1.65904076733163	-0.508174085606994	0.0405874624234992	-0.0178534737507879	-0.1673547412814	-0.503929242356636	-0.985640473439742	0.786482726415146	2.06973347418519	0.845886046012364	-1.70716338009409	0.100569766480217	-0.802114724561143	0.934552606883515	0.71656132546577	-0.513238069658741	-0.991923670978503	-0.956022313469293
BST2	-0.107219547599304	-0.869734933611528	0.821877604787078	1.09924224959753	-0.866048667073282	0.445969051361527	-1.38376951625871	0.652374614008169	1.05913988490929	-0.147988053904125	-1.32145534418233	-1.15529733678016	1.18741414768461	1.79843223302919	-1.15782730669545	-0.642144652133794	-0.070312811181378	0.65734838404267
DUOX1	-1.39418000108029	0.539636131416915	-0.579299872414353	0.906418725463174	-0.623384745020635	-1.39443132466762	-0.063834993369218	0.0729144416417567	-1.00618098981092	-0.0230841930403737	-0.501270414240022	-0.0122750880500393	-0.89836110169651	0.305241727044541	0.192366709990715	2.74939877175387	0.803360498643591	0.92696571743542
OLFM2	-0.697533958311034	1.29114355300654	1.05737332459977	-0.357326389319445	-1.3081610955991	-0.120572348686604	-0.519998185155809	-1.60049689150922	-1.43532342915736	-0.0816541903502909	0.0742219676684334	1.15281891753771	0.96749960195509	0.525566738936615	1.59489639833674	-0.824828252760828	-0.622148288667376	0.904522527476158
LINC01088	-0.522583885972782	-0.527029618589865	0.210952765427268	0.163228543290995	0.0769261171617972	-0.0362616203996357	0.102094964856465	-0.46006224818369	-0.0492326960615704	-0.0123173339726903	0.196635214992539	0.647264093980638	-0.513475390052644	-0.793727217646535	-0.53484363639407	3.63988638285685	-0.793727217646535	-0.793727217646535
IGFBP5	1.2406892300513	0.466288838257891	-0.243337068453755	1.67429017299883	-1.9223116897852	0.316909889565904	0.0943968762538863	-0.738027752529882	-0.824162210024736	-0.600576118940589	0.840641097150748	0.00361636068460784	2.0479183824256	0.242219462417271	-0.666801582860824	-0.677005678748241	-1.04093879036561	-0.213809418097199
PLLP	-0.0406334254733039	-1.26681872578893	0.079432042697749	-0.192588925735707	-1.03285366081741	-1.12410709429095	1.16751592779214	-0.642250618396509	0.446314584044765	2.02248225165511	-0.299695413290494	1.1443628743154	-0.866439638627087	1.0299701085276	-0.00222309235789803	0.215075312024042	1.00298383610596	-1.64052634238448
DLGAP5	-1.18149873950322	1.25445256061227	0.280591533460323	-0.715474854793929	2.10100400637128	0.258902251908087	-0.648594402145997	1.90729515094333	-1.06467514167351	0.140744694213628	-0.106211125268451	-0.0915730036873402	0.423419456946779	-0.832082629589735	-0.49162191119014	-1.59479075850101	0.232646465014828	0.127466446882804
PTGIS	1.20229487211214	-1.22821255691629	-0.111399081193216	-1.86907325060154	-2.00513886652432	1.84999429726321	0.443800504471455	-0.0637203103093831	1.05267246191682	0.329850636602881	0.393174620731004	0.078424473025933	0.316134314466063	0.0583402942583628	0.753256971232706	0.0497630337498449	-0.803587592952233	-0.44657482133344
TMEM52	-0.641827610957467	1.14076657387221	1.20666781337141	1.61601787851904	-0.910946589233552	-0.850427271848481	-1.407753519714	0.560429954712243	-0.308238360334045	0.828723742203164	-1.26416479694071	0.419682977110242	-0.0892776431401946	0.0637794263771351	-0.43240575516046	-1.36217927780787	1.6471237400082	-0.215971281036871
FAM90A1	-1.14347555708626	-1.44242321804131	0.600776125755737	-1.02053819912831	1.94160321431336	-0.0599948114956774	-0.514884603653275	-0.532765466944923	-0.725485888918696	0.514798317226244	-1.02397025510774	1.17418455797333	0.177547942681103	1.32608814551543	0.441260202094366	-0.876276372904657	1.36885307774618	-0.205297210024897
EIF3CL	-0.051312536077442	1.57366988922427	0.450814067738107	0.0295345077186726	-0.462979306674903	-2.37497494824886	1.3014329347184	1.22422326000431	0.35231890836135	-0.346838946043473	0.00359829718165299	0.809624922137085	-1.21501326907242	-0.01674485271541	0.653555656721015	0.0911931660692539	-0.556545388418295	-1.46555636262333
FHL5	1.52236620847126	-1.99843292259693	-0.35174696394416	-0.789658075464029	0.772378507990339	0.80963136808389	0.407597469532032	-1.02693532610775	1.10066728672573	0.229113652865671	0.925566622382901	-0.877519682762692	-1.2371194823536	-0.306152796156869	1.23547557150932	0.171282204269324	-1.07619077163873	0.489677129194291
AX747114	-0.852277632578298	-1.13316610531089	0.766027873627796	0.0801622319826311	1.89269483020179	-0.529128636365884	-0.985791883966264	0.320563030102661	-1.6887895121153	0.659704001077284	0.481055463069193	0.655439705165339	-0.146249662154128	0.855267222041325	0.705966433125981	-1.68905315897429	1.08562749663088	-0.478051695559821
HCAR2	-1.883821834123	0.384159479015036	-1.33519480334856	0.00109725278101978	-0.768272063272141	1.13648616648792	0.0850672271308775	1.47394807291872	0.983540703055634	0.139917008189019	0.434620193860082	1.81478157784447	-0.495363531933075	-0.882614004378799	-0.570344192031651	0.767727291723483	-0.307915433253964	-0.977819110665084
CABP4	-0.734342896518351	1.50012483231262	-1.37940516856867	1.64056266855944	1.14455737858942	0.741560117473875	-0.756451441887791	1.49619078479514	0.776611611999255	-1.34532971350216	-0.216775546456965	-0.612583132519741	-0.746876612686291	0.527675484199705	-0.830349808199309	-0.615067113309166	-0.421504642754054	-0.168596801526942
SERPINE1	0.256373174526958	-2.19022082890331	1.23080597311254	-0.611664985574267	-0.769384007347181	0.662670399384163	0.837321860027432	-0.507484725618309	-0.490368438592272	-0.577898003126209	0.726232518300183	-0.457356879638558	0.618021206088387	-0.187769916250631	-0.694726066167394	-0.11823967375535	-0.176315587092547	2.45000398062636
HJURP	-0.737007899551931	1.34245965253069	0.549311114013978	-1.56759273777215	1.43348866029579	0.889640957912793	0.0816989515161783	1.09406513943552	-1.41777718786971	0.163367907793114	-0.512568856216987	0.0549191892753277	1.09175962361976	-1.23364569409061	0.332228265973625	-1.47485862246543	0.474676167504483	-0.564164631904436
BC087859	-0.63431696697323	1.62815068679119	0.670618823078964	-1.21731633419721	0.777617625162343	0.277509616388342	2.09156244088314	-0.665322701205385	-0.283188530799544	-0.56480068579942	-0.296124514542166	0.51378217629844	1.18899292624179	0.196392036327925	-0.803305072052561	-1.62876919074346	-0.966157537017773	-0.285324797841387
FXYD2	0.88610966706423	-1.46933752077072	0.18688074980146	-0.0120842242574924	-0.346580913906503	0.740971385123519	-0.160152628011272	0.42267283080015	1.52470386875432	1.4823323166956	-0.353475949022725	-0.135489166351121	-2.59018301906731	0.868359922080723	-0.736360620548721	-0.249754476547996	0.424883180644679	-0.48349540248083
LINC00869	0.760481758322443	-0.772837097736315	-1.21047346552568	-1.09704571516804	2.64924213211716	-0.655645733476334	-0.32643547866688	1.04776126443838	0.645214647376958	-0.724282506665002	0.262531246290678	-0.0615737290846748	-1.46021810922668	-0.775765768043774	0.458820439743953	0.483615060313823	0.456508903621127	0.32010215136885
IGLL3P	0.566727926557964	-0.711523965721351	-0.264259247946443	-0.773581356917357	-1.5783887711198	-0.36960167915798	-1.5783887711198	2.31725037569923	0.278723884333432	0.457761083995829	-0.272806296286502	-1.03021582428776	-0.551612111272466	0.896410206531353	0.38627970196296	0.166066960108409	1.33357369282108	0.727584191819211
CCL4	1.89970078050438	-1.30833469046098	0.300273227424892	0.34420714641746	0.780124892743745	0.725630148667292	-0.648106543965468	0.808725074349435	1.38419984329663	0.342511377642145	-0.969506258354972	-0.931777916865125	-0.899616314992625	0.59866282263553	-1.69938162349062	0.199709718163291	0.205403774073692	-1.1324254577887
