F267	F379	F494	F724	F990	F1083	F1094	F1122	F1137	F1147	F1367	F1738	F1744	F1868	F2036	F3076	F3079	F1519repl
MIR5096	0.666776584851299	-0.859990353229295	-0.859990353229295	1.16606492898677	1.22326903563111	1.14210671122586	1.16382596198849	-0.859990353229295	-0.859990353229295	1.0521635582266	-0.859990353229295	1.36570222840785	-0.859990353229295	-0.859990353229295	0.81999452297498	-0.859990353229295	-0.859990353229295	-0.859990353229295
MIR6727	-0.770721504601234	1.20933991658875	-0.770721504601234	-0.770721504601234	-0.770721504601234	-0.770721504601234	-0.770721504601234	-0.770721504601234	1.24586157424034	1.45561007613033	0.996486098991531	1.42848295333524	-0.770721504601234	-0.770721504601234	-0.770721504601234	1.02399779187275	-0.770721504601234	1.11815813945464
TRNA_Val	0.854316878589798	0.758338485312021	-1.08110159587978	0.965617742311287	1.06105175926362	-1.08110159587978	-1.08110159587978	-1.08110159587978	-1.08110159587978	-1.08110159587978	-1.08110159587978	-1.08110159587978	1.00660989385264	1.01154400184361	0.826043697976795	0.744015921997051	0.756291318840496	0.664983067050901
TRNA_Pseudo	-1.33648396799537	0.857231266803059	-1.33648396799537	-1.33648396799537	-1.33648396799537	0.501582695369084	1.05471952245269	0.587619304232067	-1.33648396799537	-1.33648396799537	0.285788382901119	0.432889923711859	0.742187438527811	1.12997273752651	0.448140256355928	0.850002290077802	0.86568182698828	0.263088163026022
SNORD4A	-0.966218648142938	-0.966218648142938	-0.966218648142938	-0.966218648142938	0.846319222851642	-0.966218648142938	-0.966218648142938	-0.966218648142938	0.914820123200166	-0.966218648142938	0.649000719540303	0.968831550240551	1.16678107551363	1.00672906925548	1.00683681915728	-0.966218648142938	1.15069036773325	0.985958885794126
DQ598345	-0.51892038121607	-0.51892038121607	-0.51892038121607	-0.51892038121607	-0.51892038121607	1.84746042662972	-0.51892038121607	1.75541393199428	1.70781330630563	-0.51892038121607	-0.51892038121607	1.95419767209536	-0.51892038121607	-0.51892038121607	-0.51892038121607	-0.51892038121607	-0.51892038121607	-0.51892038121607
SNORD34	-0.601199084129578	1.37832833765937	-0.601199084129578	-0.601199084129578	1.76377180312737	-0.601199084129578	-0.601199084129578	-0.601199084129578	1.563868255016	-0.601199084129578	-0.601199084129578	-0.601199084129578	-0.601199084129578	-0.601199084129578	1.48394249232714	-0.601199084129578	-0.601199084129578	1.62567720555464
MIR4664	-0.343527811414477	-0.343527811414477	2.69181078593376	-0.343527811414477	-0.343527811414477	-0.343527811414477	-0.343527811414477	-0.343527811414477	-0.343527811414477	-0.343527811414477	-0.343527811414477	-0.343527811414477	-0.343527811414477	-0.343527811414477	2.80463419669788	-0.343527811414477	-0.343527811414477	-0.343527811414477
M37726	-0.517147053201041	-0.517147053201041	1.73302470880586	2.0526443249076	-0.517147053201041	-0.517147053201041	-0.517147053201041	-0.517147053201041	-0.517147053201041	-0.517147053201041	1.53654143815518	-0.517147053201041	-0.517147053201041	1.91784827294593	-0.517147053201041	-0.517147053201041	-0.517147053201041	-0.517147053201041
DM110819	-0.43454221127987	-0.43454221127987	-0.43454221127987	-0.43454221127987	2.13453287292314	-0.43454221127987	-0.43454221127987	-0.43454221127987	-0.43454221127987	-0.43454221127987	-0.43454221127987	2.15063198750483	-0.43454221127987	2.23296830877008	-0.43454221127987	-0.43454221127987	-0.43454221127987	-0.43454221127987
T cell antigen receptor beta-chain	0.82323306188394	-1.51047530698671	0.392800194568963	-1.24633434769049	0.658792612863365	0.943991729780908	-1.51045745373267	0.729629361324112	1.28923782844598	0.743576637013407	0.0552336106642472	-0.0300097685833671	-1.51047530698671	1.11078832577141	0.348723864383565	0.237459960056283	-1.51047530698671	-0.0152396957895357
MIR4785	0.49842337697456	0.256993043846027	0.367378607017822	0.767026927087251	-1.53484566475085	1.13901904133395	-1.53484566475085	0.806551819967871	0.752806201325985	-1.53484566475085	0.559034192336044	0.518995761477602	0.554363845299968	-1.53484566475085	0.302324573543529	0.462708093824335	0.688602839719333	-1.53484566475085
SNORD32A	0.485118415151555	0.261315206850577	-1.49295979248736	-1.49295979248736	0.981744754370798	-1.49295979248736	1.10470855964516	-1.49295979248736	0.477486274835649	1.04182590923921	0.105710443457248	1.12803932272556	0.517271788385431	-1.49295979248736	0.334112121887068	0.24126504782026	0.283514298774144	0.502686819294143
FJ840426	1.05721432689996	0.355042184770103	0.409838406109632	-1.03779622668955	-1.03779622668955	0.575205667532844	-1.03779622668955	1.07441700227347	1.67367726088136	0.949902146001989	0.50635564170723	-1.03779622668955	-1.03779622668955	-1.03779622668955	-1.03779622668955	-1.03779622668955	1.05129230910445	0.649424868235364
TCRVB	0.529531218145965	-0.856803133132241	1.04747075853416	-0.856803133132241	1.2879074926166	1.28632295890372	-0.856803133132241	-0.856803133132241	-0.855176943102228	1.28469886682366	-0.856803133132241	1.21844191300047	-0.856803133132241	1.01827437839914	-0.856803133132241	0.893757554868689	-0.856803133132241	-0.856803133132241
SNORD79	-0.958070514186255	-0.958070514186255	-0.958070514186255	0.964946622826075	1.27253947787803	-0.958070514186255	1.24805284869508	-0.958070514186255	1.140474458386	0.769797749156361	-0.958070514186255	1.1110656830787	-0.958070514186255	-0.958070514186255	-0.958070514186255	0.77862290689196	0.630901838983224	0.706233041780861
SNORD87	-0.431763672826877	-0.431763672826877	-0.431763672826877	-0.431763672826877	2.45998002803045	-0.431763672826877	-0.431763672826877	-0.431763672826877	-0.431763672826877	-0.431763672826877	-0.431763672826877	2.21579987551132	-0.431763672826877	-0.431763672826877	-0.431763672826877	-0.431763672826877	-0.431763672826877	1.80067518886138
SNORD52	-0.684011812992938	1.31983691379952	-0.684011812992938	-0.684011812992938	-0.684011812992938	1.44105390017221	-0.684011812992938	1.54941688098825	-0.684011812992938	-0.684011812992938	-0.684011812992938	-0.684011812992938	1.55073616938648	-0.684011812992938	1.23278854219531	1.11430934937349	-0.684011812992938	-0.684011812992938
DL492006	-1.15498160923969	0.385536013058129	0.459588322131593	0.935156809427505	-1.15498160923969	0.926299432373819	-1.15498160923969	-1.15498160923969	1.32654125759673	-1.15498160923969	0.254277339848718	1.50062974113865	-1.15498160923969	-1.15498160923969	0.888201013666242	0.623722255512367	0.453599825442387	0.331319254481685
MIR631	-0.599691904154671	1.47199111708592	-0.599691904154671	1.76272430730171	-0.599691904154671	-0.599691904154671	-0.599691904154671	-0.599691904154671	-0.599691904154671	-0.599691904154671	1.3224579217432	1.78819046872743	-0.599691904154671	-0.599691904154671	-0.599691904154671	1.45063093915247	-0.599691904154671	-0.599691904154671
D64149	-0.866557371770386	-0.866557371770395	1.42394915326106	1.29072937861905	0.810675819611271	0.982828174766071	0.780446726042411	-0.794627041210108	-0.866557371770395	-0.866557085125791	-0.866557371770395	0.942906655074853	1.12828995338686	-0.866557371770395	-0.866557367720578	-0.866557370382502	1.23381723429977	-0.866557371770395
SNORD35B	-1.0617004837387	0.775597729118884	-1.0617004837387	-1.0617004837387	1.42374694691209	-1.0617004837387	-1.0617004837387	0.779228809274468	0.992800355142255	0.725171876800097	0.415079515511825	0.826756355327812	1.02872429261029	-1.0617004837387	1.04236932894904	-1.0617004837387	-1.0617004837387	0.484128660262834
TLS/FUS-ERG	-0.433876226917064	-0.433876226917064	-0.433876226917064	-0.433876226917064	2.00045702976229	-0.433876226917064	-0.433876226917064	-0.433876226917064	-0.433876226917064	-0.433876226917064	-0.433876226917064	2.16774805161235	-0.433876226917064	-0.433876226917064	2.33993832238131	-0.433876226917064	-0.433876226917064	-0.433876226917064
DQ574292	-0.769225014153347	1.03781144927314	-0.769225014153347	-0.769225014153347	1.39919571989823	-0.769225014153347	1.32338556671659	1.4696653517687	-0.769225014153347	-0.769225014153347	-0.769225014153347	1.27976150967702	-0.769225014153347	-0.769225014153347	-0.769225014153347	1.01381166737481	-0.769225014153347	0.937843890978336
SNORD35A	0.57422073591973	-0.950500048060656	0.713289256060269	-0.950500048060656	0.78679541895504	-0.950500048060656	-0.950500048060656	-0.950500048060656	-0.950500048060656	1.50865828951789	-0.950500048060656	1.11988571534894	-0.950500048060656	1.12116096865081	0.926886292339588	0.63857036412954	1.16503339162409	-0.950500048060656
Mir_548	-0.598324138796722	-0.598324138796722	-0.598324138796722	-0.598324138796722	1.33417287481941	-0.598324138796722	-0.598324138796722	-0.598324138796722	-0.598324138796722	1.67888308462246	-0.598324138796722	1.92172910532399	-0.598324138796722	-0.598324138796722	1.34472411203893	-0.598324138796722	1.49870462755259	-0.598324138796722
Mir_324	-0.958719887691335	-0.958719887691335	-0.958719887691335	-0.958719887691335	0.593484013904475	1.11357721178864	-0.958719887691335	-0.958719887691335	1.23565651580647	-0.958719887691335	-0.958719887691335	0.850062154051337	0.954278065398133	-0.958719887691335	1.24887479824093	0.967082847007361	1.04895745254734	0.61650593047732
MIR8075	-0.95771800619262	-0.95771800619262	-0.95771800619262	1.05204552823806	1.38478947406063	0.930224307127921	-0.95771800619262	0.838089814658298	0.88425497970839	-0.95771800619262	-0.95771800619262	0.891041605755095	-0.95771800619262	-0.95771800619262	1.24844067817358	-0.95771800619262	0.855780858920137	0.534794809091467
MIR7161	-0.0355692608200808	-1.76523861961131	0.373292687125139	-1.76523861961131	-1.76523861961131	0.772210504674174	1.01594329624706	0.304352684390963	0.564330918208378	0.643049165033041	0.287987254265888	0.736838157623831	0.740454186607068	0.371168220272909	0.517130001296907	-1.76523861961131	0.567169740901323	0.202596922618652
D28390	1.11572352776452	0.856075345602872	0.756316363677938	0.77384307729996	-1.07306879053556	-1.07306878938882	1.0743949465969	-1.07102812183723	-1.07306879053556	-1.04508181310381	1.19669578173388	-1.02814929953164	-1.07142525423024	-1.05228895839696	0.850125989595978	0.570042975931338	1.07949053666548	0.214471272690944
SNORD33	-1.19009253901381	-1.19009253901381	0.780983691617267	0.768398611883238	0.743008773950471	-1.19009253901381	-1.19009253901381	0.822919804463692	-1.19009253901381	1.32985217389196	0.462881081485906	1.09506386358094	-1.19009253901381	0.874184205075945	0.461033696906352	-1.19009253901381	0.445686993658539	0.546634876582336
SNORD4B	-0.770131756712289	0.988761667362966	1.05205582462367	-0.770131756712289	1.29278885185956	-0.770131756712289	-0.770131756712289	-0.770131756712289	1.54469171899388	-0.770131756712289	-0.770131756712289	-0.770131756712289	-0.770131756712289	1.23594887786699	1.05975240332672	-0.770131756712289	1.29744997980139	-0.770131756712289
HW321074	-0.864275265136795	-0.864275265136795	0.887996406530471	-0.864275265136795	1.12864535046297	1.11475148806409	1.26224675395761	-0.864275265136795	0.993144546122151	-0.864275265136795	-0.864275265136795	-0.864275265136795	1.23827081315718	-0.864275265136795	-0.864275265136795	-0.864275265136795	0.81293401189994	1.20476328117354
MIR8086	-0.77431867607595	-0.77431867607595	1.12750133083357	-0.77431867607595	1.17924635743281	-0.77431867607595	-0.77431867607595	1.28795729665121	1.34701235175595	-0.77431867607595	1.24434628772889	-0.77431867607595	-0.77431867607595	-0.77431867607595	1.12466713547315	-0.77431867607595	-0.77431867607595	1.20677467695988
SNORD60	0.64941335304959	-0.960338649449927	-0.960338649449927	-0.960338649449927	1.0475202570092	-0.960338649449927	0.98615568782557	-0.960338649449927	-0.960338649449927	1.31006627183409	0.58270485404651	-0.960338649449927	0.989075884925735	-0.960338649449927	1.12864316953366	-0.960338649449927	0.968855308908009	0.98061305791697
U6	0.11566378105222	-1.49908244484779	0.374193942150314	-1.49908244484779	0.822745915895825	0.64991130239643	1.14613071763193	-1.49908244484779	-1.49908244484779	0.429611409567664	0.0737037914975818	0.81397282868344	0.703092952818068	-1.49908244484779	0.38159260437311	0.793988303002458	1.02290720871614	0.167897466453765
SNORD36B	-0.8617303504068	0.814893429871788	-0.8617303504068	-0.8617303504068	1.19730649363864	1.06587002671299	1.20401851380927	-0.8617303504068	1.24365912112861	-0.8617303504068	-0.8617303504068	1.29469935299896	-0.8617303504068	-0.8617303504068	1.06212497081659	-0.8617303504068	-0.8617303504068	0.734731595091165
MIR635	0.423872178206342	0.508575781222418	0.810079321779002	-1.18528098442574	-1.18528098442574	-1.18528098442574	-1.18528098442574	-1.18528098442574	1.39412015845778	0.670639709552363	0.312901593270513	0.836867442309521	-1.18528098442574	0.818737256814238	0.797083429528733	-1.18528098442574	1.07147090676459	0.652619113074647
SNORD65	-0.516995112865325	-0.516995112865325	1.70153762570801	-0.516995112865325	2.11839349578109	-0.516995112865325	-0.516995112865325	-0.516995112865325	-0.516995112865325	1.83907690588775	-0.516995112865325	-0.516995112865325	-0.516995112865325	-0.516995112865325	-0.516995112865325	1.5789235527377	-0.516995112865325	-0.516995112865325
MIR6777	-0.686787332857236	-0.686787332857236	-0.686787332857236	-0.686787332857236	1.373697969371	-0.686787332857236	-0.686787332857236	1.4273054266877	1.36118306874908	1.41949512155146	-0.686787332857236	1.40291265654417	-0.686787332857236	-0.686787332857236	1.25685375138343	-0.686787332857236	-0.686787332857236	-0.686787332857236
MIR6748	-0.683035163274518	1.24292944309934	-0.683035163274518	-0.683035163274518	1.43978136888667	-0.683035163274518	-0.683035163274518	1.54528376066781	-0.683035163274518	-0.683035163274518	1.60789458205633	-0.683035163274518	-0.683035163274518	-0.683035163274518	-0.683035163274518	-0.683035163274518	1.29078144493718	1.06975135964687
MIR6821	1.44960573714449	-0.600508024807404	1.67309497384971	-0.600508024807404	1.8125069261071	-0.600508024807404	-0.600508024807404	-0.600508024807404	-0.600508024807404	-0.600508024807404	1.47944221956439	-0.600508024807404	-0.600508024807404	-0.600508024807404	-0.600508024807404	-0.600508024807404	-0.600508024807404	1.39195446583056
IGHV1-18	0.856356308777751	0.22721762823901	0.287572872010537	-1.70568871527754	0.0951061355267872	-1.70568871527754	0.343293602740844	1.39111686001696	0.876486929737293	0.397192832064653	0.556875603826067	0.314198232873247	-1.70568871527754	0.90548357055797	-1.70568871527754	0.223963586895915	0.463197395885979	-0.115306698042863
MIR4523	-0.4340135985109	-0.4340135985109	-0.4340135985109	2.12660654530112	-0.4340135985109	-0.4340135985109	-0.4340135985109	-0.4340135985109	-0.4340135985109	2.04336637201436	-0.4340135985109	-0.4340135985109	-0.4340135985109	-0.4340135985109	-0.4340135985109	-0.4340135985109	2.34023106034801	-0.4340135985109
DQ590691	-0.431884191504643	1.83802619991043	-0.431884191504643	-0.431884191504643	-0.431884191504643	-0.431884191504643	-0.431884191504643	2.14996814352514	-0.431884191504643	-0.431884191504643	-0.431884191504643	2.49026852913408	-0.431884191504643	-0.431884191504643	-0.431884191504643	-0.431884191504643	-0.431884191504643	-0.431884191504643
MIR4728	-0.434505036708746	-0.434505036708746	2.23430385124291	-0.434505036708746	-0.434505036708746	-0.434505036708746	-0.434505036708746	-0.434505036708746	-0.434505036708746	-0.434505036708746	-0.434505036708746	-0.434505036708746	-0.434505036708746	-0.434505036708746	2.17877525633829	-0.434505036708746	2.10449644304999	-0.434505036708746
SNORD99	-0.859375400505577	-0.859375400505577	0.882839523368743	1.19473711268063	1.58852872260829	-0.859375400505577	-0.859375400505577	1.0336040898269	1.00356542956372	-0.859375400505577	0.877827742263198	-0.859375400505577	-0.859375400505577	-0.859375400505577	1.08715880997597	-0.859375400505577	-0.859375400505577	0.92549257476832
SNORD38A	-0.683081177555643	-0.683081177555643	-0.683081177555643	-0.683081177555643	-0.683081177555643	-0.683081177555643	-0.683081177555643	1.4288578089248	-0.683081177555643	1.60458611352892	1.0885112007103	1.45837109772921	-0.683081177555643	-0.683081177555643	-0.683081177555643	1.15125073955778	-0.683081177555643	1.46539717021671
HW120450	0.468504341216435	0.545900214120491	0.581651686782909	-1.1905410340498	-1.1905410340498	0.737793585865649	0.720672817010146	-1.1905410340498	1.22874619407154	-1.1905410340498	-1.1905410340498	1.26510480430224	0.819549213776245	0.774103316571668	-1.1905410340498	0.779459046176446	-1.1905410340498	0.412302018454868
MIR8072	0.811449098211656	1.19450615441949	-0.843779475166686	1.92367098312751	-0.843779475166686	1.00332700395048	-0.843779475166686	0.852123435351009	-0.843779475166686	0.957888321350685	-0.843779475166686	-0.843779475166686	-0.843779475166686	0.910675915604558	-0.843779475166686	-0.843779475166686	-0.843779475166686	0.784153839651473
MIR4784	-0.432226716741171	-0.432226716741171	-0.432226716741171	-0.432226716741171	-0.432226716741171	-0.432226716741171	-0.432226716741171	2.51337165873202	-0.432226716741171	-0.432226716741171	1.99202838665499	-0.432226716741171	-0.432226716741171	-0.432226716741171	-0.432226716741171	-0.432226716741171	-0.432226716741171	1.97800070573056
SNORD74	-0.342081969649941	-0.342081969649941	-0.342081969649941	-0.342081969649941	3.00970277679503	-0.342081969649941	-0.342081969649941	-0.342081969649941	-0.342081969649941	-0.342081969649941	-0.342081969649941	-0.342081969649941	-0.342081969649941	-0.342081969649941	-0.342081969649941	-0.342081969649941	2.46360873760404	-0.342081969649941
MIR6891	0.88589319570067	-1.07084991465111	-1.07084991465111	1.17053908537998	0.421215114507664	0.844209259061798	-1.07084991465111	-1.07084991465111	0.925060370232416	-1.07084991465111	-1.07084991465111	1.08224618759078	0.622010176061891	1.11181792682961	0.766312645700354	-1.07084991465111	0.737495356143703	-1.07084991465111
SNORD110	-0.599989154738906	-0.599989154738906	-0.599989154738906	1.60225879072304	1.33021003841239	-0.599989154738906	-0.599989154738906	-0.599989154738906	1.71152659406912	1.38503748467142	-0.599989154738906	1.77082610372981	-0.599989154738906	-0.599989154738906	-0.599989154738906	-0.599989154738906	-0.599989154738906	-0.599989154738906
MIR1285-1	1.55014944057099	1.66448344590808	-0.516868942024956	-0.516868942024956	-0.516868942024956	-0.516868942024956	-0.516868942024956	-0.516868942024956	-0.516868942024956	-0.516868942024956	-0.516868942024956	-0.516868942024956	2.01404467821799	2.00748762365232	-0.516868942024956	-0.516868942024956	-0.516868942024956	-0.516868942024956
JA783798	-0.674043628823093	1.80330000471749	-0.674043628823093	-0.674043628823093	-0.674043628823093	-0.674043628823093	-0.674043628823093	-0.674043628823093	-0.674043628823093	1.2277530350165	-0.674043628823093	-0.674043628823093	1.75954957611513	-0.674043628823093	1.30571515345875	-0.674043628823093	1.03712187433347	0.95508390223578
MIR4767	-0.518537270505852	1.81278883525953	-0.518537270505852	-0.518537270505852	-0.518537270505852	1.99734089383382	-0.518537270505852	1.79865748878578	-0.518537270505852	-0.518537270505852	-0.518537270505852	-0.518537270505852	-0.518537270505852	-0.518537270505852	1.65073456920279	-0.518537270505852	-0.518537270505852	-0.518537270505852
MIR564	-1.07816632232863	0.810832320165081	1.01805688374756	-1.07809170166036	0.729606261428731	0.900464411163974	-1.07816626823832	-1.07816667625296	-1.07816667625296	0.772983690473986	-1.07815915798286	1.22298134052502	0.892696853430065	-1.07816667625296	0.591045656686494	0.810955023858192	0.875571517239848	-1.07811047974989
SNORD58C	-0.59452232152126	-0.59452232152126	-0.59452232152126	1.7224854934862	1.36664807516883	-0.59452232152126	1.96921353048033	-0.59452232152126	-0.59452232152126	-0.59452232152126	1.08328560497483	1.5871574756662	-0.59452232152126	-0.59452232152126	-0.59452232152126	-0.59452232152126	-0.59452232152126	-0.59452232152126
U30188	1.53588541175846	-0.60086193837453	1.48578420739752	-0.60086193837453	-0.60086193837453	-0.60086193837453	-0.60086193837453	1.67765113494886	1.7655681367981	-0.60086193837453	-0.60086193837453	1.34522016119861	-0.60086193837453	-0.59976579160719	-0.60086193837453	-0.60086193837453	-0.60086193837453	-0.60086193837453
MIR6739	-0.517151941329182	-0.517151941329182	-0.517151941329182	-0.517151941329182	1.5216558781731	-0.517151941329182	-0.517151941329182	-0.517151941329182	-0.517151941329182	-0.517151941329182	-0.517151941329182	1.97824414402267	1.74319218838209	-0.517151941329182	1.99703496803069	-0.517151941329182	-0.517151941329182	-0.517151941329182
AB306139	0.989198753406281	-0.679836227971546	-0.679836227971546	-0.679836227971546	-0.679836227971546	-0.679836227971546	-0.679836227971546	1.6517145074424	1.36392645670894	1.64578092282814	-0.679836227971546	-0.679836227971546	-0.679836227971546	1.38551088288184	-0.679836227971546	-0.679836227971546	1.12190321239094	-0.679836227971546
MIR4754	-1.19940630825503	0.938767621252617	0.55931990022217	0.933156898430627	0.669366311818538	0.822428098061722	0.871086245918445	0.702912998447431	-1.19940630825503	-1.19940630825503	0.365668225643952	-1.19940630825503	1.14502731922657	-1.19940630825503	0.893458059499477	0.494652479263694	-1.19940630825503	-1.19940630825503
SNORD46	-0.849292882486622	0.666975089831755	-0.849292882486622	-0.849292882486622	0.704849291560107	1.15012140397628	-0.849292882486622	1.23020806195624	-0.849292882486622	1.58947034189643	0.861664219859394	1.3887964069019	-0.849292882486622	-0.849292882486622	-0.849292882486622	-0.849292882486622	-0.849292882486622	0.90084400888412
SNORD42A	-0.602489435199126	-0.602489435199126	-0.602489435199126	-0.602489435199126	-0.602489435199126	-0.602489435199126	-0.602489435199126	1.60116897656916	-0.602489435199126	-0.602489435199126	1.4724517398394	1.57251947146092	1.60731910373122	-0.602489435199126	-0.602489435199126	-0.602489435199126	-0.602489435199126	1.57890336598793
MIR3916	-1.07258254996784	0.605248942039785	-1.07258254996784	-1.07258254996784	1.02398706148967	-1.07258254996784	1.18536322838657	-1.07258254996784	-1.07258254996784	1.11551553157625	-1.07258254996784	-1.07258254996784	0.89581600401027	0.886038381887247	0.651342824080253	0.585461697145122	0.664110609823385	0.967776119304135
